county,IndexYear,Location,Population,Total,Rate,VTotal,VRate,Murder,Rape,Robbery,Assault,PTotal,PRate,Arson,Burglary,Theft,MVTheft,,,,
ADAMS,1994,Adams County Sheriffs Office,"8,070",237,29.4,20,2.5,0,3,1,16,217,26.9,6,47,142,22,,,,
ADAMS,1995,Adams County Sheriffs Office,"8,215",332,40.4,24,2.9,3,3,3,15,308,37.5,3,85,201,19,,,,
ADAMS,1996,Adams County Sheriffs Office,"8,390",306,36.5,14,1.7,1,1,2,10,292,34.8,10,66,196,20,,,,
ADAMS,1997,Adams County Sheriffs Office,"8,630",252,29.2,29,3.4,1,7,0,21,223,25.8,0,86,118,19,,,,
ADAMS,1998,Adams County Sheriffs Office,"8,710",285,32.7,20,2.3,0,4,1,15,265,30.4,8,96,143,18,,,,
ADAMS,1999,Adams County Sheriffs Office,"8,710",226,25.9,22,2.5,1,2,3,16,204,23.4,2,76,113,13,,,,
ADAMS,2000,Adams County Sheriffs Office,"8,625",221,25.6,19,2.2,0,7,0,12,202,23.4,5,64,118,15,,,,
ADAMS,2001,Adams County Sheriffs Office,"8,960",215,24,24,2.7,0,10,3,11,191,21.3,6,56,113,16,,,,
ADAMS,2002,Adams County Sheriffs Office,"8,970",323,36,12,1.3,0,3,3,6,311,34.7,3,106,180,22,,,,
ADAMS,2003,Adams County Sheriffs Office,"8,895",375,42.2,24,2.7,0,12,2,10,351,39.5,7,115,196,33,,,,
ADAMS,2004,Adams County Sheriffs Office,"8,910",361,40.5,29,3.3,0,4,2,23,332,37.3,2,120,189,21,,,,
ADAMS,2005,Adams County Sheriffs Office,"9,150",321,35.1,35,3.8,1,6,6,22,286,31.3,3,86,167,30,,,,
ADAMS,2006,Adams County Sheriffs Office,"9,365",296,31.6,16,1.7,0,3,1,12,280,29.9,3,84,171,22,,,,
ADAMS,2007,Adams County Sheriffs Office,"9,530",320,33.6,16,1.7,1,6,2,7,304,31.9,7,87,187,23,,,,
ADAMS,2008,Adams County Sheriffs Office,"9,565",331,34.6,27,2.8,0,5,1,21,304,31.8,2,93,173,36,,,,
ADAMS,2009,Adams County Sheriffs Office,"9,665",288,29.8,24,2.5,1,4,7,12,264,27.3,5,97,130,32,,,,
ADAMS,2010,Adams County Sheriffs Office,"9,755",350,35.9,23,2.4,0,5,4,14,327,33.5,6,129,160,32,,,,
ADAMS,2011,Adams County Sheriffs Office,"9,825",317,32.3,23,2.3,0,3,6,14,294,29.9,6,107,152,29,,,,
ADAMS,1994,COUNTY TOTAL,"14,600",888,60.8,67,4.6,0,5,5,57,821,56.2,7,132,628,54,,,,
ADAMS,1995,COUNTY TOTAL,"15,200",967,63.6,46,3,4,5,3,34,921,60.6,3,150,733,35,,,,
ADAMS,1996,COUNTY TOTAL,"15,400",903,58.6,54,3.5,1,6,5,42,849,55.1,11,142,653,43,,,,
ADAMS,1997,COUNTY TOTAL,"15,800",766,48.5,58,3.7,1,9,2,46,708,44.8,8,185,479,36,,,,
ADAMS,1998,COUNTY TOTAL,"15,900",751,47.2,47,3,0,10,5,32,704,44.3,15,205,447,37,,,,
ADAMS,1999,COUNTY TOTAL,"15,900",662,41.6,51,3.2,1,4,4,42,611,38.4,6,168,411,26,,,,
ADAMS,2000,COUNTY TOTAL,"15,800",671,42.5,40,2.5,0,14,5,21,631,39.9,7,161,429,34,,,,
ADAMS,2001,COUNTY TOTAL,"16,600",695,41.9,44,2.7,0,12,7,25,651,39.2,10,109,490,42,,,,
ADAMS,2002,COUNTY TOTAL,"16,600",830,50,25,1.5,0,5,4,16,805,48.5,8,173,575,49,,,,
ADAMS,2003,COUNTY TOTAL,"16,600","1,053",63.4,42,2.5,0,16,4,22,"1,011",60.9,8,226,700,77,,,,
ADAMS,2004,COUNTY TOTAL,"16,700","1,008",60.4,61,3.7,0,9,11,41,947,56.7,8,265,624,50,,,,
ADAMS,2005,COUNTY TOTAL,"17,000",791,46.5,57,3.4,1,14,13,29,734,43.2,7,158,505,64,,,,
ADAMS,2006,COUNTY TOTAL,"17,300",850,49.1,33,1.9,1,7,1,24,817,47.2,5,172,591,49,,,,
ADAMS,2007,COUNTY TOTAL,"17,600","1,052",59.8,41,2.3,2,9,4,26,"1,011",57.4,9,255,675,72,,,,
ADAMS,2008,COUNTY TOTAL,"17,800",958,53.8,57,3.2,0,9,5,43,901,50.6,5,183,631,82,,,,
ADAMS,2009,COUNTY TOTAL,"18,000",852,47.3,57,3.2,1,6,19,31,795,44.2,10,185,525,75,,,,
ADAMS,2010,COUNTY TOTAL,"18,300",929,50.8,56,3.1,1,8,10,37,873,47.7,6,229,566,72,,,,
ADAMS,2011,COUNTY TOTAL,"18,950",873,46.1,53,2.8,0,4,10,39,820,43.3,9,209,537,65,,,,
ADAMS,1994,Othello Police Department,"4,780",564,118,41,8.6,0,1,3,37,523,109.4,1,78,414,30,,,,
ADAMS,1995,Othello Police Department,"5,240",528,100.8,19,3.6,1,1,0,17,509,97.1,0,60,438,11,,,,
ADAMS,1996,Othello Police Department,"5,255",509,96.9,36,6.9,0,3,3,30,473,90,1,69,383,20,,,,
ADAMS,1997,Othello Police Department,"5,395",423,78.4,25,4.6,0,2,2,21,398,73.8,8,81,295,14,,,,
ADAMS,1998,Othello Police Department,"5,415",374,69.1,22,4.1,0,4,3,15,352,65,7,85,244,16,,,,
ADAMS,1999,Othello Police Department,"5,435",373,68.6,29,5.3,0,2,1,26,344,63.3,4,84,243,13,,,,
ADAMS,2000,Othello Police Department,"5,445",353,64.8,18,3.3,0,6,4,8,335,61.5,2,83,232,18,,,,
ADAMS,2001,Othello Police Department,"5,895",396,67.2,18,3.1,0,2,4,12,378,64.1,4,40,312,22,,,,
ADAMS,2002,Othello Police Department,"5,905",431,73,13,2.2,0,2,1,10,418,70.8,4,55,334,25,,,,
ADAMS,2003,Othello Police Department,"5,970",601,100.7,16,2.7,0,4,2,10,585,98,1,103,437,44,,,,
ADAMS,2004,Othello Police Department,"6,050",568,93.9,30,5,0,3,9,18,538,88.9,6,129,378,25,,,,
ADAMS,2005,Othello Police Department,"6,120",398,65,21,3.4,0,8,7,6,377,61.6,4,55,289,29,,,,
ADAMS,2006,Othello Police Department,"6,205",485,78.2,16,2.6,1,4,0,11,469,75.6,2,78,362,27,,,,
ADAMS,2007,Othello Police Department,"6,340",652,102.8,23,3.6,1,2,2,18,629,99.2,2,147,434,46,,,,
ADAMS,2008,Othello Police Department,"6,495",560,86.2,30,4.6,0,4,4,22,530,81.6,3,74,410,43,,,,
ADAMS,2009,Othello Police Department,"6,595",502,76.1,33,5,0,2,12,19,469,71.1,4,72,353,40,,,,
ADAMS,2010,Othello Police Department,"6,800",508,74.7,29,4.3,1,3,5,20,479,70.4,0,88,355,36,,,,
ADAMS,2011,Othello Police Department,"7,420",493,66.4,29,3.9,0,1,4,24,464,62.5,2,82,345,35,,,,
ADAMS,1994,Ritzville Police Department,"1,750",87,49.7,6,3.4,0,1,1,4,81,46.3,0,7,72,2,,,,
ADAMS,1995,Ritzville Police Department,"1,745",107,61.3,3,1.7,0,1,0,2,104,59.6,0,5,94,5,,,,
ADAMS,1996,Ritzville Police Department,"1,755",88,50.1,4,2.3,0,2,0,2,84,47.9,0,7,74,3,,,,
ADAMS,1997,Ritzville Police Department,"1,775",91,51.3,4,2.3,0,0,0,4,87,49,0,18,66,3,,,,
ADAMS,1998,Ritzville Police Department,"1,775",92,51.8,5,2.8,0,2,1,2,87,49,0,24,60,3,,,,
ADAMS,1999,Ritzville Police Department,"1,755",63,35.9,0,0,0,0,0,0,63,35.9,0,8,55,0,,,,
ADAMS,2000,Ritzville Police Department,"1,730",97,56.1,3,1.7,0,1,1,1,94,54.3,0,14,79,1,,,,
ADAMS,2001,Ritzville Police Department,"1,745",84,48.1,2,1.1,0,0,0,2,82,47,0,13,65,4,,,,
ADAMS,2002,Ritzville Police Department,"1,725",76,44.1,0,0,0,0,0,0,76,44.1,1,12,61,2,,,,
ADAMS,2003,Ritzville Police Department,"1,735",77,44.4,2,1.2,0,0,0,2,75,43.2,0,8,67,0,,,,
ADAMS,2004,Ritzville Police Department,"1,740",79,45.4,2,1.1,0,2,0,0,77,44.3,0,16,57,4,,,,
ADAMS,2005,Ritzville Police Department,"1,730",72,41.6,1,0.6,0,0,0,1,71,41,0,17,49,5,,,,
ADAMS,2006,Ritzville Police Department,"1,730",69,39.9,1,0.6,0,0,0,1,68,39.3,0,10,58,0,,,,
ADAMS,2007,Ritzville Police Department,"1,730",80,46.2,2,1.2,0,1,0,1,78,45.1,0,21,54,3,,,,
ADAMS,2008,Ritzville Police Department,"1,740",67,38.5,0,0,0,0,0,0,67,38.5,0,16,48,3,,,,
ADAMS,2009,Ritzville Police Department,"1,740",62,35.6,0,0,0,0,0,0,62,35.6,1,16,42,3,,,,
ADAMS,2010,Ritzville Police Department,"1,745",71,40.7,4,2.3,0,0,1,3,67,38.4,0,12,51,4,,,,
ADAMS,2011,Ritzville Police Department,"1,705",63,37,1,0.6,0,0,0,1,62,36.4,1,20,40,1,,,,
ASOTIN,1994,Asotin County Sheriffs Office,"11,042",329,29.8,17,1.5,1,2,0,14,312,28.3,0,74,227,11,,,,
ASOTIN,1995,Asotin County Sheriffs Office,"11,210",361,32.2,15,1.3,0,9,1,5,346,30.9,2,75,236,33,,,,
ASOTIN,1996,Asotin County Sheriffs Office,"12,740",457,35.9,26,2,0,9,1,16,431,33.8,0,105,272,54,,,,
ASOTIN,1997,Asotin County Sheriffs Office,"12,830",365,28.4,7,0.5,0,4,0,3,358,27.9,1,83,252,22,,,,
ASOTIN,1998,Asotin County Sheriffs Office,"13,110",392,29.9,15,1.1,0,6,1,8,377,28.8,1,110,236,30,,,,
ASOTIN,1999,Asotin County Sheriffs Office,"13,085",342,26.1,6,0.5,0,2,0,4,336,25.7,0,95,226,15,,,,
ASOTIN,2000,Asotin County Sheriffs Office,"13,110",393,30,13,1,0,3,1,9,380,29,2,65,293,20,,,,
ASOTIN,2001,Asotin County Sheriffs Office,"13,320",351,26.4,17,1.3,0,4,0,13,334,25.1,1,85,235,13,,,,
ASOTIN,2002,Asotin County Sheriffs Office,"13,355",368,27.6,22,1.6,0,7,0,15,346,25.9,0,77,244,25,,,,
ASOTIN,2003,Asotin County Sheriffs Office,"13,310",298,22.4,17,1.3,0,2,1,14,281,21.1,2,66,200,13,,,,
ASOTIN,2004,Asotin County Sheriffs Office,"13,420",272,20.3,25,1.9,1,4,1,19,247,18.4,0,49,177,21,,,,
ASOTIN,2005,Asotin County Sheriffs Office,"12,490",199,15.9,18,1.4,1,1,3,13,181,14.5,0,35,130,16,,,,
ASOTIN,2006,Asotin County Sheriffs Office,"12,660",185,14.6,14,1.1,0,0,0,14,171,13.5,0,39,118,14,,,,
ASOTIN,2007,Asotin County Sheriffs Office,"12,840",158,12.3,15,1.2,0,0,3,12,143,11.1,0,39,94,10,,,,
ASOTIN,2008,Asotin County Sheriffs Office,"12,930",206,15.9,14,1.1,1,2,0,11,192,14.8,0,39,148,5,,,,
ASOTIN,2009,Asotin County Sheriffs Office,"13,010",212,16.3,12,0.9,0,1,1,10,200,15.4,0,41,147,12,,,,
ASOTIN,2010,Asotin County Sheriffs Office,"13,200",186,14.1,16,1.2,1,0,0,15,170,12.9,0,35,131,4,,,,
ASOTIN,2011,Asotin County Sheriffs Office,"13,195",233,17.7,18,1.4,0,0,0,18,215,16.3,0,45,160,10,,,,
ASOTIN,2005,Asotin Police Department,"1,130",21,18.6,0,0,0,0,0,0,21,18.6,0,2,17,2,,,,
ASOTIN,2006,Asotin Police Department,"1,165",39,33.5,4,3.4,0,1,0,3,35,30,1,12,18,4,,,,
ASOTIN,2007,Asotin Police Department,"1,180",43,36.4,3,2.5,0,0,0,3,40,33.9,1,10,26,3,,,,
ASOTIN,2008,Asotin Police Department,"1,210",30,24.8,4,3.3,0,0,0,4,26,21.5,0,5,21,0,,,,
ASOTIN,2009,Asotin Police Department,"1,230",32,26,17,13.8,0,0,1,16,15,12.2,0,6,8,1,,,,
ASOTIN,2010,Asotin Police Department,"1,235",23,18.6,5,4,0,0,0,5,18,14.6,0,4,12,2,,,,
ASOTIN,2011,Asotin Police Department,"1,255",34,27.1,4,3.2,0,0,0,4,30,23.9,0,10,18,2,,,,
ASOTIN,1994,COUNTY TOTAL,"17,792",928,52.2,72,4,1,6,3,62,856,48.1,4,156,662,34,,,,
ASOTIN,1995,COUNTY TOTAL,"18,020","1,271",70.5,64,3.6,0,12,3,49,"1,207",67,7,217,901,82,,,,
ASOTIN,1996,COUNTY TOTAL,"19,600","1,207",61.6,61,3.1,0,15,4,42,"1,146",58.5,3,190,880,73,,,,
ASOTIN,1997,COUNTY TOTAL,"19,700","1,125",57.1,38,1.9,0,10,3,25,"1,087",55.2,4,172,861,50,,,,
ASOTIN,1998,COUNTY TOTAL,"20,000","1,001",50.1,47,2.4,1,10,7,29,954,47.7,7,208,679,60,,,,
ASOTIN,1999,COUNTY TOTAL,"20,000",902,45.1,38,1.9,1,7,3,27,864,43.2,2,184,645,33,,,,
ASOTIN,2000,COUNTY TOTAL,"20,000",897,44.9,43,2.2,1,9,5,28,854,42.7,2,125,686,41,,,,
ASOTIN,2001,COUNTY TOTAL,"20,700","1,003",48.5,59,2.9,0,7,11,41,944,45.6,15,189,709,31,,,,
ASOTIN,2002,COUNTY TOTAL,"20,700",860,41.5,49,2.4,0,16,2,31,811,39.2,1,163,603,44,,,,
ASOTIN,2003,COUNTY TOTAL,"20,600",853,41.4,46,2.2,0,6,4,36,807,39.2,4,172,581,50,,,,
ASOTIN,2004,COUNTY TOTAL,"20,700",795,38.4,48,2.3,1,5,1,41,747,36.1,7,129,554,57,,,,
ASOTIN,2005,COUNTY TOTAL,"20,900",660,31.6,44,2.1,1,6,7,30,616,29.5,4,60,504,48,,,,
ASOTIN,2006,COUNTY TOTAL,"21,100",598,28.3,30,1.4,0,2,0,28,568,26.9,1,84,440,43,,,,
ASOTIN,2007,COUNTY TOTAL,"21,300",576,27,33,1.5,0,1,5,27,543,25.5,3,72,434,34,,,,
ASOTIN,2008,COUNTY TOTAL,"21,400",604,28.2,39,1.8,1,2,4,32,565,26.4,0,82,471,12,,,,
ASOTIN,2009,COUNTY TOTAL,"21,500",609,28.3,49,2.3,0,3,7,39,560,26,0,102,425,33,,,,
ASOTIN,2010,COUNTY TOTAL,"21,700",614,28.3,39,1.8,1,8,2,28,575,26.5,4,89,469,13,,,,
ASOTIN,2011,COUNTY TOTAL,"21,650",695,32.1,36,1.7,0,0,2,34,659,30.4,2,110,533,14,,,,
ASOTIN,1994,Clarkston Police Department,"6,750",599,88.7,55,8.1,0,4,3,48,544,80.6,4,82,435,23,,,,
ASOTIN,1995,Clarkston Police Department,"6,810",910,133.6,49,7.2,0,3,2,44,861,126.4,5,142,665,49,,,,
ASOTIN,1996,Clarkston Police Department,"6,860",750,109.3,35,5.1,0,6,3,26,715,104.2,3,85,608,19,,,,
ASOTIN,1997,Clarkston Police Department,"6,870",760,110.6,31,4.5,0,6,3,22,729,106.1,3,89,609,28,,,,
ASOTIN,1998,Clarkston Police Department,"6,890",609,88.4,32,4.6,1,4,6,21,577,83.7,6,98,443,30,,,,
ASOTIN,1999,Clarkston Police Department,"6,915",560,81,32,4.6,1,5,3,23,528,76.4,2,89,419,18,,,,
ASOTIN,2000,Clarkston Police Department,"6,890",504,73.1,30,4.4,1,6,4,19,474,68.8,0,60,393,21,,,,
ASOTIN,2001,Clarkston Police Department,"7,380",652,88.3,42,5.7,0,3,11,28,610,82.7,14,104,474,18,,,,
ASOTIN,2002,Clarkston Police Department,"7,345",492,67,27,3.7,0,9,2,16,465,63.3,1,86,359,19,,,,
ASOTIN,2003,Clarkston Police Department,"7,290",555,76.1,29,4,0,4,3,22,526,72.2,2,106,381,37,,,,
ASOTIN,2004,Clarkston Police Department,"7,280",523,71.8,23,3.2,0,1,0,22,500,68.7,7,80,377,36,,,,
ASOTIN,2005,Clarkston Police Department,"7,280",440,60.4,26,3.6,0,5,4,17,414,56.9,4,23,357,30,,,,
ASOTIN,2006,Clarkston Police Department,"7,275",374,51.4,12,1.6,0,1,0,11,362,49.8,0,33,304,25,,,,
ASOTIN,2007,Clarkston Police Department,"7,280",375,51.5,15,2.1,0,1,2,12,360,49.5,2,23,314,21,,,,
ASOTIN,2008,Clarkston Police Department,"7,260",368,50.7,21,2.9,0,0,4,17,347,47.8,0,38,302,7,,,,
ASOTIN,2009,Clarkston Police Department,"7,260",365,50.3,20,2.8,0,2,5,13,345,47.5,0,55,270,20,,,,
ASOTIN,2010,Clarkston Police Department,"7,265",405,55.7,18,2.5,0,8,2,8,387,53.3,4,50,326,7,,,,
ASOTIN,2011,Clarkston Police Department,"7,200",428,59.4,14,1.9,0,0,2,12,414,57.5,2,55,355,2,,,,
BENTON,1994,Benton County Sheriffs Office,"34,715","1,064",30.6,128,3.7,4,24,4,96,936,27,15,198,665,58,,,,
BENTON,1995,Benton County Sheriffs Office,"35,390","1,163",32.9,105,3,4,18,6,77,"1,058",29.9,11,304,697,46,,,,
BENTON,1996,Benton County Sheriffs Office,"35,445",961,27.1,62,1.7,3,11,2,46,899,25.4,3,210,644,42,,,,
BENTON,1997,Benton County Sheriffs Office,"36,690",967,26.4,88,2.4,1,20,2,65,879,24,9,293,523,54,,,,
BENTON,1998,Benton County Sheriffs Office,"38,090",911,23.9,93,2.4,2,14,3,74,818,21.5,14,242,518,44,,,,
BENTON,1999,Benton County Sheriffs Office,"38,545",711,18.4,77,2,0,17,1,59,634,16.4,7,171,414,42,,,,
BENTON,2000,Benton County Sheriffs Office,"37,245",796,21.4,87,2.3,1,15,4,67,709,19,15,211,433,50,,,,
BENTON,2001,Benton County Sheriffs Office,"36,070",918,25.5,81,2.2,0,10,2,69,837,23.2,17,202,559,59,,,,
BENTON,2002,Benton County Sheriffs Office,"37,335",897,24,86,2.3,0,11,3,72,811,21.7,16,210,524,61,,,,
BENTON,2003,Benton County Sheriffs Office,"37,755",852,22.6,86,2.3,1,7,6,72,766,20.3,11,249,462,44,,,,
BENTON,2004,Benton County Sheriffs Office,"38,645",879,22.7,80,2.1,1,10,4,65,799,20.7,15,230,486,68,,,,
BENTON,2005,Benton County Sheriffs Office,"38,915",869,22.3,53,1.4,3,4,2,44,816,21,8,211,487,110,,,,
BENTON,2006,Benton County Sheriffs Office,"39,035",802,20.5,61,1.6,1,6,4,50,741,19,6,184,495,56,,,,
BENTON,2007,Benton County Sheriffs Office,"39,385",685,17.4,57,1.4,2,7,1,47,628,15.9,9,211,371,37,,,,
BENTON,2008,Benton County Sheriffs Office,"37,305",623,16.7,68,1.8,0,9,5,54,555,14.9,4,206,310,35,,,,
BENTON,2009,Benton County Sheriffs Office,"37,930",605,16,74,2,0,10,6,58,531,14,0,192,303,36,,,,
BENTON,2010,Benton County Sheriffs Office,"38,480",620,16.1,59,1.5,2,5,5,47,561,14.6,0,198,316,47,,,,
BENTON,2011,Benton County Sheriffs Office,"36,165",715,19.8,64,1.8,0,10,8,46,651,18,6,231,350,64,,,,
BENTON,1994,COUNTY TOTAL,"127,000","6,225",49,400,3.1,4,70,61,265,"5,825",45.9,45,802,"4,752",226,,,,
BENTON,1995,COUNTY TOTAL,"131,000","6,875",52.5,433,3.3,7,61,69,296,"6,442",49.2,60,"1,005","5,004",373,,,,
BENTON,1996,COUNTY TOTAL,"131,000","5,929",45.3,328,2.5,4,56,53,215,"5,601",42.8,58,949,"4,330",264,,,,
BENTON,1997,COUNTY TOTAL,"134,100","6,120",45.6,361,2.7,1,59,50,251,"5,759",42.9,48,"1,010","4,367",334,,,,
BENTON,1998,COUNTY TOTAL,"137,500","6,245",45.4,401,2.9,7,57,71,266,"5,844",42.5,61,967,"4,546",270,,,,
BENTON,1999,COUNTY TOTAL,"138,900","5,364",38.6,340,2.4,1,56,48,235,"5,024",36.2,74,822,"3,886",242,,,,
BENTON,2000,COUNTY TOTAL,"140,700","5,432",38.6,351,2.5,2,52,51,246,"5,081",36.1,62,885,"3,849",285,,,,
BENTON,2001,COUNTY TOTAL,"144,800","6,117",42.2,359,2.5,2,43,59,255,"5,758",39.8,65,889,"4,406",398,,,,
BENTON,2002,COUNTY TOTAL,"147,600","5,449",36.9,340,2.3,4,42,55,239,"5,109",34.6,43,958,"3,691",417,,,,
BENTON,2003,COUNTY TOTAL,"151,600","5,493",36.2,402,2.7,4,45,47,306,"5,091",33.6,44,"1,056","3,732",259,,,,
BENTON,2004,COUNTY TOTAL,"155,100","6,196",39.9,389,2.5,5,46,60,278,"5,807",37.4,71,"1,226","4,159",351,,,,
BENTON,2005,COUNTY TOTAL,"158,100","6,227",39.4,403,2.5,7,49,49,298,"5,824",36.8,50,"1,038","4,289",447,,,,
BENTON,2006,COUNTY TOTAL,"160,600","5,721",35.6,471,2.9,3,47,53,368,"5,250",32.7,44,"1,026","3,840",340,,,,
BENTON,2007,COUNTY TOTAL,"162,900","4,996",30.7,407,2.5,3,61,56,287,"4,589",28.2,44,847,"3,401",297,,,,
BENTON,2008,COUNTY TOTAL,"165,500","4,779",28.9,415,2.5,1,75,60,279,"4,364",26.4,43,902,"3,145",274,,,,
BENTON,2009,COUNTY TOTAL,"169,300","4,735",28,424,2.5,0,73,52,299,"4,311",25.5,49,761,"3,234",267,,,,
BENTON,2010,COUNTY TOTAL,"172,900","4,816",27.9,383,2.2,3,49,54,277,"4,433",25.6,33,792,"3,357",251,,,,
BENTON,2011,COUNTY TOTAL,"177,900","5,470",30.7,415,2.3,3,57,54,301,"5,055",28.4,58,995,"3,686",316,,,,
BENTON,1994,Kennewick Police Department,"46,960","3,539",75.4,218,4.6,0,37,41,140,"3,321",70.7,18,408,"2,770",125,,,,
BENTON,1995,Kennewick Police Department,"48,130","3,653",75.9,217,4.5,2,20,53,142,"3,436",71.4,25,406,"2,772",233,,,,
BENTON,1996,Kennewick Police Department,"48,010","3,167",66,172,3.6,0,25,42,105,"2,995",62.4,25,452,"2,366",152,,,,
BENTON,1997,Kennewick Police Department,"49,090","3,515",71.6,185,3.8,0,28,33,124,"3,330",67.8,26,469,"2,631",204,,,,
BENTON,1998,Kennewick Police Department,"50,390","3,704",73.5,223,4.4,4,34,53,132,"3,481",69.1,34,455,"2,827",165,,,,
BENTON,1999,Kennewick Police Department,"50,950","3,199",62.8,182,3.6,1,28,37,116,"3,017",59.2,43,446,"2,377",151,,,,
BENTON,2000,Kennewick Police Department,"53,270","3,039",57,192,3.6,1,26,38,127,"2,847",53.4,31,433,"2,190",193,,,,
BENTON,2001,Kennewick Police Department,"55,780","3,255",58.4,212,3.8,1,22,44,145,"3,043",54.6,28,408,"2,374",233,,,,
BENTON,2002,Kennewick Police Department,"56,280","2,864",50.9,178,3.2,2,22,39,115,"2,686",47.7,13,463,"1,962",248,,,,
BENTON,2003,Kennewick Police Department,"57,900","2,965",51.2,208,3.6,3,23,32,150,"2,757",47.6,26,495,"2,090",146,,,,
BENTON,2004,Kennewick Police Department,"58,970","3,447",58.5,218,3.7,4,30,41,143,"3,229",54.8,39,621,"2,365",204,,,,
BENTON,2005,Kennewick Police Department,"60,410","3,392",56.1,215,3.6,4,26,35,150,"3,177",52.6,27,523,"2,410",217,,,,
BENTON,2006,Kennewick Police Department,"61,770","2,977",48.2,296,4.8,2,28,33,233,"2,681",43.4,30,484,"1,993",174,,,,
BENTON,2007,Kennewick Police Department,"62,520","2,623",42,236,3.8,1,38,31,166,"2,387",38.2,25,341,"1,862",159,,,,
BENTON,2008,Kennewick Police Department,"65,860","2,647",40.2,235,3.6,1,38,40,156,"2,412",36.6,30,409,"1,810",163,,,,
BENTON,2009,Kennewick Police Department,"67,180","2,597",38.7,244,3.6,0,37,33,174,"2,353",35,41,352,"1,812",148,,,,
BENTON,2010,Kennewick Police Department,"68,570","2,819",41.1,238,3.5,0,25,39,174,"2,581",37.6,27,391,"2,038",125,,,,
BENTON,2011,Kennewick Police Department,"74,665","2,887",38.7,224,3,2,25,35,162,"2,663",35.7,35,404,"2,056",168,,,,
BENTON,1994,Prosser Police Department,"4,630",188,40.6,4,0.9,0,0,1,3,184,39.7,2,19,158,5,,,,
BENTON,1995,Prosser Police Department,"4,790",243,50.7,8,1.7,1,0,2,5,235,49.1,0,39,181,15,,,,
BENTON,1996,Prosser Police Department,"4,835",192,39.7,11,2.3,0,1,0,10,181,37.4,0,47,124,10,,,,
BENTON,1997,Prosser Police Department,"4,840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
BENTON,1998,Prosser Police Department,"4,865",214,44,9,1.8,0,1,0,8,205,42.1,3,31,160,11,,,,
BENTON,1999,Prosser Police Department,"4,900",179,36.5,11,2.2,0,1,1,9,168,34.3,1,26,135,6,,,,
BENTON,2000,Prosser Police Department,"5,035",166,33,6,1.2,0,3,0,3,160,31.8,2,25,126,7,,,,
BENTON,2001,Prosser Police Department,"4,865",203,41.7,7,1.4,0,1,2,4,196,40.3,1,28,159,8,,,,
BENTON,2002,Prosser Police Department,"4,905",195,39.8,2,0.4,0,0,0,2,193,39.3,1,35,148,9,,,,
BENTON,2003,Prosser Police Department,"4,940",189,38.3,3,0.6,0,0,0,3,186,37.7,0,29,147,10,,,,
BENTON,2004,Prosser Police Department,"4,985",226,45.3,11,2.2,0,2,1,8,215,43.1,0,35,170,10,,,,
BENTON,2005,Prosser Police Department,"5,045",189,37.5,6,1.2,0,0,1,5,183,36.3,3,23,138,19,,,,
BENTON,2006,Prosser Police Department,"5,045",210,41.6,5,1,0,1,0,4,205,40.6,0,37,151,17,,,,
BENTON,2007,Prosser Police Department,"5,075",205,40.4,5,1,0,1,1,3,200,39.4,2,39,143,16,,,,
BENTON,2008,Prosser Police Department,"5,075",216,42.6,6,1.2,0,1,1,4,210,41.4,1,51,139,19,,,,
BENTON,2009,Prosser Police Department,"5,110",151,29.5,6,1.2,0,3,1,2,145,28.4,2,31,102,10,,,,
BENTON,2010,Prosser Police Department,"5,140",173,33.7,6,1.2,1,3,0,2,167,32.5,0,35,118,14,,,,
BENTON,2011,Prosser Police Department,"5,780",182,31.5,19,3.3,0,5,3,11,163,28.2,2,48,98,15,,,,
BENTON,1994,Richland Police Department,"35,430","1,358",38.3,46,1.3,0,9,15,22,"1,312",37,10,161,"1,105",36,,,,
BENTON,1995,Richland Police Department,"36,270","1,706",47,89,2.5,0,21,8,60,"1,617",44.6,22,240,"1,281",74,,,,
BENTON,1996,Richland Police Department,"35,990","1,473",40.9,74,2.1,1,18,9,46,"1,399",38.9,30,205,"1,108",56,,,,
BENTON,1997,Richland Police Department,"36,550","1,556",42.6,72,2,0,11,15,46,"1,484",40.6,13,243,"1,164",64,,,,
BENTON,1998,Richland Police Department,"36,860","1,282",34.8,63,1.7,1,8,13,41,"1,219",33.1,10,217,950,42,,,,
BENTON,1999,Richland Police Department,"36,880","1,164",31.6,59,1.6,0,8,9,42,"1,105",30,23,161,881,40,,,,
BENTON,2000,Richland Police Department,"37,190","1,313",35.3,63,1.7,0,7,9,47,"1,250",33.6,13,180,"1,026",31,,,,
BENTON,2001,Richland Police Department,"39,350","1,616",41.1,50,1.3,1,8,9,32,"1,566",39.8,19,223,"1,235",89,,,,
BENTON,2002,Richland Police Department,"40,150","1,376",34.3,62,1.5,2,8,13,39,"1,314",32.7,13,224,982,95,,,,
BENTON,2003,Richland Police Department,"41,650","1,331",32,82,2,0,14,9,59,"1,249",30,7,242,947,53,,,,
BENTON,2004,Richland Police Department,"42,660","1,473",34.5,70,1.6,0,4,13,53,"1,403",32.9,17,291,"1,034",61,,,,
BENTON,2005,Richland Police Department,"43,520","1,597",36.7,120,2.8,0,17,11,92,"1,477",33.9,10,240,"1,140",87,,,,
