COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
ADAMS,2012,Adams County Sheriffs Office,"9,860",620,62.88,145,14.71,0,0,16,88,0,0,0,41,404,40.97,2,0,84,1,100,0,2,215,71,7.20,34,0,0,0,37,0
ADAMS,2013,Adams County Sheriffs Office,"9,935",693,69.75,130,13.09,2,0,22,86,0,2,0,18,501,50.43,4,0,120,0,137,1,1,238,62,6.24,24,0,0,1,37,0
ADAMS,2014,Adams County Sheriffs Office,"10,025",688,68.63,165,16.46,1,0,11,117,0,1,0,35,480,47.88,10,0,120,2,144,1,1,202,43,4.29,28,0,0,0,15,0
ADAMS,2015,Adams County Sheriffs Office,"9,960",685,68.78,139,13.96,0,0,16,89,2,0,0,32,491,49.30,5,0,117,1,128,0,6,234,55,5.52,33,0,0,0,22,0
ADAMS,2016,Adams County Sheriffs Office,"9,975",571,57.24,166,16.64,1,0,13,118,2,1,0,31,339,33.98,0,0,83,1,107,0,3,145,66,6.62,49,0,0,0,17,0
ADAMS,2017,Adams County Sheriffs Office,"10,035",498,49.63,133,13.25,1,0,16,93,1,1,0,21,272,27.11,1,0,50,2,84,0,3,132,93,9.27,71,0,1,0,21,0
ADAMS,2018,Adams County Sheriffs Office,"10,090",456,45.19,142,14.07,0,0,12,104,1,1,0,24,271,26.86,0,0,60,1,105,0,2,103,43,4.26,26,0,0,0,17,0
ADAMS,2019,Adams County Sheriffs Office,"10,145",389,38.34,118,11.63,0,0,7,99,0,1,0,11,196,19.32,3,0,39,1,58,0,0,95,75,7.39,66,0,0,0,9,0
ADAMS,2020,Adams County Sheriffs Office,"10,275",438,42.63,129,12.55,0,0,17,97,0,1,0,14,264,25.69,3,0,48,0,75,0,1,137,45,4.38,35,0,0,0,10,0
ADAMS,2012,COUNTY TOTAL,"19,050","1,915",100.50,346,18.20,0,0,19,252,1,3,0,71,"1,417",74.40,10,0,182,12,516,0,8,689,152,8.00,90,0,0,1,61,0
ADAMS,2013,COUNTY TOTAL,"19,200","1,971",102.70,376,19.60,3,0,26,281,2,6,0,58,"1,472",76.70,7,0,199,25,551,1,8,681,123,6.40,67,0,0,2,54,0
ADAMS,2014,COUNTY TOTAL,"19,400","1,960",101.00,434,22.40,1,0,19,314,1,3,0,96,"1,402",72.30,10,0,190,28,523,1,8,642,124,6.40,88,0,1,0,35,0
ADAMS,2015,COUNTY TOTAL,"19,410","1,607",82.80,352,18.10,0,0,26,256,3,6,0,61,"1,128",58.10,8,0,189,17,326,0,11,577,127,6.50,93,0,0,0,34,0
ADAMS,2016,COUNTY TOTAL,"19,510","1,398",71.70,373,19.10,1,0,18,280,2,2,0,70,876,44.90,1,0,144,6,255,0,8,462,149,7.60,116,0,1,1,31,0
ADAMS,2017,COUNTY TOTAL,"19,870","1,323",66.60,334,16.80,1,0,29,226,4,2,0,72,819,41.20,5,0,128,11,300,0,4,371,170,8.60,139,0,1,0,30,0
ADAMS,2018,COUNTY TOTAL,"20,020","1,217",60.80,335,16.70,0,0,23,248,1,2,0,61,751,37.50,1,0,124,15,260,0,2,349,131,6.50,96,0,2,0,33,0
ADAMS,2019,COUNTY TOTAL,"20,150","1,034",51.30,287,14.20,0,0,20,225,0,1,0,41,577,28.60,4,0,89,10,182,0,1,291,170,8.40,145,0,2,0,23,0
ADAMS,2020,COUNTY TOTAL,"20,457","1,091",53.30,253,12.40,1,0,23,193,0,1,0,35,744,36.40,3,0,95,4,296,0,3,343,94,4.60,76,0,0,0,18,0
ADAMS,2012,Othello Police Department,"7,495","1,168",155.84,175,23.35,0,0,1,149,1,2,0,22,921,122.88,8,0,76,10,398,0,5,424,72,9.61,49,0,0,1,22,0
ADAMS,2013,Othello Police Department,"7,565","1,142",150.96,213,28.16,1,0,3,168,2,4,0,35,874,115.53,2,0,62,25,398,0,7,380,55,7.27,37,0,0,1,17,0
ADAMS,2014,Othello Police Department,"7,695","1,161",150.88,241,31.32,0,0,7,178,1,2,0,53,842,109.42,0,0,55,26,368,0,7,386,78,10.14,57,0,1,0,20,0
ADAMS,2015,Othello Police Department,"7,780",757,97.30,175,22.49,0,0,7,137,1,4,0,26,520,66.84,3,0,55,9,180,0,5,268,62,7.97,53,0,0,0,9,0
ADAMS,2016,Othello Police Department,"7,875",649,82.41,185,23.49,0,0,5,143,0,1,0,36,387,49.14,1,0,40,4,123,0,5,214,77,9.78,63,0,1,1,12,0
ADAMS,2017,Othello Police Department,"8,175",623,76.21,163,19.94,0,0,10,106,3,0,0,44,388,47.46,3,0,37,6,184,0,1,157,72,8.81,63,0,0,0,9,0
ADAMS,2018,Othello Police Department,"8,270",570,68.92,150,18.14,0,0,8,111,0,1,0,30,339,40.99,0,0,32,12,125,0,0,170,81,9.79,63,0,2,0,16,0
ADAMS,2019,Othello Police Department,"8,345",521,62.43,139,16.66,0,0,10,104,0,0,0,25,294,35.23,1,0,31,7,109,0,1,145,88,10.55,72,0,2,0,14,0
ADAMS,2020,Othello Police Department,"8,515",516,60.60,92,10.80,0,0,4,69,0,0,0,19,376,44.16,0,0,29,4,207,0,2,134,48,5.64,40,0,0,0,8,0
ADAMS,2012,Ritzville Police Department,"1,695",127,74.93,26,15.34,0,0,2,15,0,1,0,8,92,54.28,0,0,22,1,18,0,1,50,9,5.31,7,0,0,0,2,0
ADAMS,2013,Ritzville Police Department,"1,700",136,80.00,33,19.41,0,0,1,27,0,0,0,5,97,57.06,1,0,17,0,16,0,0,63,6,3.53,6,0,0,0,0,0
ADAMS,2014,Ritzville Police Department,"1,680",111,66.07,28,16.67,0,0,1,19,0,0,0,8,80,47.62,0,0,15,0,11,0,0,54,3,1.79,3,0,0,0,0,0
ADAMS,2015,Ritzville Police Department,"1,670",165,98.80,38,22.75,0,0,3,30,0,2,0,3,117,70.06,0,0,17,7,18,0,0,75,10,5.99,7,0,0,0,3,0
ADAMS,2016,Ritzville Police Department,"1,660",178,107.23,22,13.25,0,0,0,19,0,0,0,3,150,90.36,0,0,21,1,25,0,0,103,6,3.61,4,0,0,0,2,0
ADAMS,2017,Ritzville Police Department,"1,660",202,121.69,38,22.89,0,0,3,27,0,1,0,7,159,95.78,1,0,41,3,32,0,0,82,5,3.01,5,0,0,0,0,0
ADAMS,2018,Ritzville Police Department,"1,660",191,115.06,43,25.90,0,0,3,33,0,0,0,7,141,84.94,1,0,32,2,30,0,0,76,7,4.22,7,0,0,0,0,0
ADAMS,2019,Ritzville Police Department,"1,660",124,74.70,30,18.07,0,0,3,22,0,0,0,5,87,52.41,0,0,19,2,15,0,0,51,7,4.22,7,0,0,0,0,0
ADAMS,2020,Ritzville Police Department,"1,667",137,82.18,32,19.20,1,0,2,27,0,0,0,2,104,62.39,0,0,18,0,14,0,0,72,1,0.60,1,0,0,0,0,0
ASOTIN,2012,Asotin County Sheriffs Office,"13,240",453,34.21,121,9.14,0,1,7,112,1,0,0,0,285,21.53,0,0,49,2,73,0,1,160,47,3.55,42,0,0,0,5,0
ASOTIN,2013,Asotin County Sheriffs Office,"13,325",457,34.30,116,8.71,0,0,2,109,1,4,0,0,296,22.21,0,0,46,0,100,0,3,147,45,3.38,35,0,0,0,10,0
ASOTIN,2014,Asotin County Sheriffs Office,"13,460",414,30.76,97,7.21,0,0,4,93,0,0,0,0,291,21.62,0,0,51,2,96,0,0,142,26,1.93,25,0,0,0,1,0
ASOTIN,2015,Asotin County Sheriffs Office,"13,515",378,27.97,97,7.18,0,0,7,90,0,0,0,0,256,18.94,0,0,29,1,103,0,3,120,25,1.85,22,0,1,0,2,0
ASOTIN,2016,Asotin County Sheriffs Office,"13,620",356,26.14,105,7.71,0,0,7,98,0,0,0,0,245,17.99,1,0,36,2,60,0,0,146,6,0.44,4,0,0,0,2,0
ASOTIN,2017,Asotin County Sheriffs Office,"13,765",391,28.41,108,7.85,0,0,3,102,1,2,0,0,224,16.27,0,0,34,0,67,0,2,121,59,4.29,49,0,1,0,9,0
ASOTIN,2018,Asotin County Sheriffs Office,"13,940",333,23.89,100,7.17,0,1,3,80,0,1,0,15,183,13.13,0,0,28,0,41,0,2,112,50,3.59,43,0,1,0,6,0
ASOTIN,2019,Asotin County Sheriffs Office,"14,035",435,30.99,140,9.98,1,0,5,109,0,0,0,25,243,17.31,0,0,36,3,54,0,0,150,52,3.71,39,0,1,0,12,0
ASOTIN,2020,Asotin County Sheriffs Office,"14,135",415,29.36,142,10.05,0,0,7,101,0,0,0,34,233,16.48,0,0,58,1,57,0,1,116,40,2.83,31,0,1,0,8,0
ASOTIN,2012,Asotin Police Department,"1,255",59,47.01,29,23.11,0,0,0,17,0,0,0,12,27,21.51,0,0,5,0,10,0,0,12,3,2.39,3,0,0,0,0,0
ASOTIN,2013,Asotin Police Department,"1,265",46,36.36,13,10.28,0,0,1,12,0,0,0,0,31,24.51,0,0,2,0,3,0,0,26,2,1.58,1,0,0,0,1,0
ASOTIN,2014,Asotin Police Department,"1,265",43,33.99,13,10.28,0,0,1,12,0,0,0,0,28,22.13,0,0,2,0,7,0,0,19,2,1.58,1,0,0,0,1,0
ASOTIN,2015,Asotin Police Department,"1,260",58,46.03,24,19.05,0,0,1,23,0,0,0,0,32,25.40,0,0,0,0,8,0,0,24,2,1.59,2,0,0,0,0,0
ASOTIN,2016,Asotin Police Department,"1,270",51,40.16,13,10.24,0,0,0,13,0,0,0,0,34,26.77,0,0,6,0,10,0,0,18,4,3.15,4,0,0,0,0,0
ASOTIN,2017,Asotin Police Department,"1,275",24,18.82,7,5.49,0,0,1,6,0,0,0,0,17,13.33,0,0,2,0,6,0,0,9,0,0.00,0,0,0,0,0,0
ASOTIN,2018,Asotin Police Department,"1,275",12,9.41,0,0.00,0,0,0,0,0,0,0,0,12,9.41,0,0,1,0,5,0,0,6,0,0.00,0,0,0,0,0,0
ASOTIN,2019,Asotin Police Department,"1,280",23,17.97,5,3.91,0,0,1,0,0,0,0,4,18,14.06,0,0,0,0,3,0,0,15,0,0.00,0,0,0,0,0,0
ASOTIN,2020,Asotin Police Department,"1,285",31,24.12,13,10.12,0,0,0,11,0,0,0,2,17,13.23,0,0,1,0,6,0,0,10,1,0.78,1,0,0,0,0,0
ASOTIN,2012,COUNTY TOTAL,"21,700","1,437",66.20,286,13.20,0,1,8,264,1,0,0,12,974,44.90,1,0,91,7,213,0,6,656,177,8.20,152,0,0,0,25,0
ASOTIN,2013,COUNTY TOTAL,"21,800","1,491",68.40,278,12.80,0,0,5,267,1,5,0,0,"1,082",49.60,1,0,130,6,261,0,12,672,131,6.00,97,0,1,0,33,0
ASOTIN,2014,COUNTY TOTAL,"21,950","1,309",59.60,273,12.40,1,0,10,262,0,0,0,0,958,43.60,4,1,134,9,246,0,5,559,78,3.60,65,0,0,1,12,0
ASOTIN,2015,COUNTY TOTAL,"22,010","1,442",65.50,290,13.20,2,0,14,273,0,1,0,0,"1,081",49.10,4,0,86,4,276,0,11,700,71,3.20,55,0,2,0,14,0
ASOTIN,2016,COUNTY TOTAL,"22,150","1,439",65.00,306,13.80,1,0,16,284,4,1,0,0,"1,081",48.80,2,0,114,7,252,0,2,704,52,2.30,39,0,1,0,12,0
ASOTIN,2017,COUNTY TOTAL,"22,290","1,021",45.80,221,9.90,0,0,12,205,2,2,0,0,683,30.60,0,0,86,1,161,0,7,428,117,5.20,87,0,3,0,27,0
ASOTIN,2018,COUNTY TOTAL,"22,420","1,134",50.60,284,12.70,0,1,12,230,1,2,0,38,722,32.20,2,0,100,4,184,0,6,426,128,5.70,101,0,6,0,21,0
ASOTIN,2019,COUNTY TOTAL,"22,520","1,324",58.80,367,16.30,1,0,16,282,3,1,0,64,854,37.90,0,0,101,8,212,0,4,529,103,4.60,76,0,2,0,24,1
ASOTIN,2020,COUNTY TOTAL,"22,640",884,39.00,256,11.30,0,0,13,183,0,0,0,60,557,24.60,0,0,92,3,150,1,2,309,71,3.10,50,0,2,0,19,0
ASOTIN,2012,Clarkston Police Department,"7,205",925,128.38,136,18.88,0,0,1,135,0,0,0,0,662,91.88,1,0,37,5,130,0,5,484,127,17.63,107,0,0,0,20,0
ASOTIN,2013,Clarkston Police Department,"7,210",988,137.03,149,20.67,0,0,2,146,0,1,0,0,755,104.72,1,0,82,6,158,0,9,499,84,11.65,61,0,1,0,22,0
ASOTIN,2014,Clarkston Police Department,"7,225",852,117.92,163,22.56,1,0,5,157,0,0,0,0,639,88.44,4,1,81,7,143,0,5,398,50,6.92,39,0,0,1,10,0
ASOTIN,2015,Clarkston Police Department,"7,235","1,006",139.05,169,23.36,2,0,6,160,0,1,0,0,793,109.61,4,0,57,3,165,0,8,556,44,6.08,31,0,1,0,12,0
ASOTIN,2016,Clarkston Police Department,"7,260","1,032",142.15,188,25.90,1,0,9,173,4,1,0,0,802,110.47,1,0,72,5,182,0,2,540,42,5.79,31,0,1,0,10,0
ASOTIN,2017,Clarkston Police Department,"7,250",606,83.59,106,14.62,0,0,8,97,1,0,0,0,442,60.97,0,0,50,1,88,0,5,298,58,8.00,38,0,2,0,18,0
ASOTIN,2018,Clarkston Police Department,"7,205",789,109.51,184,25.54,0,0,9,150,1,1,0,23,527,73.14,2,0,71,4,138,0,4,308,78,10.83,58,0,5,0,15,0
ASOTIN,2019,Clarkston Police Department,"7,205",866,120.19,222,30.81,0,0,10,173,3,1,0,35,593,82.30,0,0,65,5,155,0,4,364,51,7.08,37,0,1,0,12,1
ASOTIN,2020,Clarkston Police Department,"7,220",438,60.66,101,13.99,0,0,6,71,0,0,0,24,307,42.52,0,0,33,2,87,1,1,183,30,4.16,18,0,1,0,11,0
BENTON,2012,Benton County Sheriffs Office,"36,595","1,757",48.01,521,14.24,0,3,42,364,3,6,0,103,914,24.98,4,0,159,9,228,0,5,509,322,8.80,284,0,4,0,34,0
BENTON,2013,Benton County Sheriffs Office,"36,950","1,702",46.06,589,15.94,2,2,25,471,3,4,0,82,867,23.46,2,1,150,10,241,0,5,458,246,6.66,214,0,1,0,31,0
BENTON,2014,Benton County Sheriffs Office,"37,275","1,429",38.34,452,12.13,4,0,28,334,4,3,0,79,784,21.03,7,0,186,5,186,0,4,396,193,5.18,169,0,4,0,20,0
BENTON,2015,Benton County Sheriffs Office,"37,415","1,557",41.61,613,16.38,0,0,38,458,0,9,1,107,731,19.54,2,0,112,8,211,2,5,391,213,5.69,187,0,4,1,21,0
BENTON,2016,Benton County Sheriffs Office,"37,690","1,588",42.13,475,12.60,1,1,35,354,1,5,0,78,899,23.85,6,0,172,8,249,0,6,458,214,5.68,184,0,5,1,24,0
BENTON,2017,Benton County Sheriffs Office,"38,445","1,659",43.15,595,15.48,0,0,29,432,1,5,0,128,871,22.66,3,0,139,10,298,0,3,418,193,5.02,142,0,6,0,38,7
BENTON,2018,Benton County Sheriffs Office,"38,805","1,843",47.49,602,15.51,2,0,44,420,2,9,0,125,911,23.48,5,1,113,14,228,2,6,542,330,8.50,269,0,8,0,41,12
BENTON,2019,Benton County Sheriffs Office,"39,795","1,536",38.60,585,14.70,2,0,26,443,0,11,0,103,738,18.55,5,0,85,10,194,1,5,438,213,5.35,172,0,1,3,27,10
BENTON,2020,Benton County Sheriffs Office,"40,260","2,059",51.14,674,16.74,1,0,33,488,0,14,0,138,"1,219",30.28,4,1,199,14,270,7,5,719,166,4.12,121,0,8,1,27,9
BENTON,2012,COUNTY TOTAL,"174,226","11,993",68.80,"2,742",15.70,1,3,207,"2,006",10,33,0,482,"7,507",43.10,34,0,851,112,"2,055",2,56,"4,397","1,744",10.00,"1,529",0,18,3,194,0
BENTON,2013,COUNTY TOTAL,"183,400","11,160",60.90,"2,765",15.10,7,2,179,"2,108",11,26,0,432,"7,320",39.90,27,2,839,127,"1,870",4,60,"4,391","1,075",5.90,871,0,16,6,182,0
BENTON,2014,COUNTY TOTAL,"186,500","10,964",58.80,"2,760",14.80,8,0,192,"1,970",7,31,0,552,"7,125",38.20,27,0,906,100,"1,585",2,59,"4,446","1,079",5.80,844,0,23,11,201,0
BENTON,2015,COUNTY TOTAL,"188,683","10,738",56.90,"2,815",14.90,3,0,201,"1,995",6,49,2,559,"6,872",36.40,38,0,750,111,"1,621",9,37,"4,306","1,051",5.60,855,0,26,13,157,0
BENTON,2016,COUNTY TOTAL,"190,500","10,870",57.10,"2,623",13.80,3,1,187,"1,850",15,34,2,531,"7,162",37.60,45,0,702,129,"1,687",6,54,"4,539","1,085",5.70,877,1,26,13,168,0
BENTON,2017,COUNTY TOTAL,"193,509","11,443",59.10,"2,919",15.10,1,0,240,"2,022",9,53,2,592,"7,260",37.50,33,0,733,103,"1,766",12,79,"4,534","1,264",6.50,957,0,39,20,233,15
BENTON,2018,COUNTY TOTAL,"197,420","11,864",60.10,"3,042",15.40,6,0,254,"2,141",6,35,7,593,"7,371",37.30,34,1,662,135,"1,735",15,61,"4,728","1,451",7.30,"1,155",0,47,8,219,22
BENTON,2019,COUNTY TOTAL,"201,807","12,428",61.60,"3,215",15.90,6,0,250,"2,344",9,39,2,565,"7,699",38.20,31,1,742,148,"1,771",13,67,"4,926","1,514",7.50,"1,215",0,39,12,221,27
BENTON,2020,COUNTY TOTAL,"205,700","14,456",70.30,"3,222",15.70,5,4,254,"2,224",5,52,0,678,"10,045",48.80,31,1,"1,097",124,"2,053",24,75,"6,640","1,189",5.80,873,0,58,9,219,30
BENTON,2012,Kennewick Police Department,"75,160","6,333",84.26,"1,378",18.33,1,0,102,"1,037",3,18,0,217,"4,127",54.91,19,0,458,68,"1,163",1,37,"2,381",828,11.02,714,0,7,2,105,0
BENTON,2013,Kennewick Police Department,"76,410","5,975",78.20,"1,393",18.23,2,0,93,"1,039",7,13,0,239,"4,064",53.19,18,0,439,77,"1,005",4,43,"2,478",518,6.78,401,0,9,6,102,0
BENTON,2014,Kennewick Police Department,"77,700","5,803",74.68,"1,470",18.92,4,0,102,"1,026",1,15,0,322,"3,780",48.65,13,0,468,66,801,2,41,"2,389",553,7.12,424,0,8,10,111,0
BENTON,2015,Kennewick Police Department,"78,374","5,430",69.28,"1,349",17.21,3,0,107,956,5,22,1,255,"3,536",45.12,29,0,353,62,801,6,24,"2,261",545,6.95,430,0,16,8,91,0
BENTON,2016,Kennewick Police Department,"79,120","5,570",70.40,"1,317",16.65,1,0,103,904,12,20,0,277,"3,725",47.08,31,0,296,84,868,5,37,"2,404",528,6.67,427,0,9,3,89,0
BENTON,2017,Kennewick Police Department,"80,280","5,767",71.84,"1,329",16.55,1,0,126,887,4,28,0,283,"3,788",47.18,25,0,309,63,935,6,60,"2,390",650,8.10,502,0,18,6,121,3
BENTON,2018,Kennewick Police Department,"81,850","5,825",71.17,"1,368",16.71,3,0,155,948,1,12,4,245,"3,773",46.10,21,0,294,78,932,6,36,"2,406",684,8.36,546,0,22,4,108,4
BENTON,2019,Kennewick Police Department,"83,670","6,638",79.34,"1,566",18.72,2,0,160,"1,122",7,12,2,261,"4,346",51.94,12,0,392,70,982,6,50,"2,834",726,8.68,566,0,19,5,125,11
BENTON,2020,Kennewick Police Department,"84,960","6,952",81.83,"1,333",15.69,1,0,134,886,3,14,0,295,"5,071",59.69,20,0,532,70,"1,127",1,47,"3,274",548,6.45,383,0,24,6,126,9
BENTON,2013,Prosser Police Department,"5,810",272,46.82,46,7.92,0,0,4,40,1,0,0,1,196,33.73,1,1,17,2,69,0,0,106,30,5.16,29,0,0,0,1,0
BENTON,2014,Prosser Police Department,"5,815",322,55.37,82,14.10,0,0,3,74,0,0,0,5,204,35.08,0,0,24,2,48,0,1,129,36,6.19,33,0,0,0,3,0
BENTON,2015,Prosser Police Department,"5,845",318,54.41,89,15.23,0,0,3,65,1,1,0,19,179,30.62,0,0,18,3,52,0,1,105,50,8.55,42,0,1,0,7,0
BENTON,2016,Prosser Police Department,"5,940",310,52.19,94,15.82,0,0,2,74,0,1,1,16,172,28.96,2,0,24,2,36,0,0,108,44,7.41,38,0,1,0,5,0
BENTON,2017,Prosser Police Department,"5,969",433,72.54,117,19.60,0,0,8,90,0,4,0,15,245,41.05,0,0,42,0,76,0,1,126,71,11.89,63,0,0,0,8,0
BENTON,2018,Prosser Police Department,"6,125",480,78.37,91,14.86,0,0,3,77,0,0,0,11,296,48.33,0,0,52,3,92,0,0,149,93,15.18,84,0,0,1,8,0
BENTON,2019,Prosser Police Department,"6,152",465,75.59,99,16.09,0,0,2,75,0,1,0,21,242,39.34,2,0,38,9,80,0,2,111,124,20.16,117,0,1,0,6,0
BENTON,2020,Prosser Police Department,"6,220",400,64.31,82,13.18,0,1,2,53,0,1,0,25,242,38.91,1,0,19,10,51,0,3,158,76,12.22,68,0,2,0,4,2
BENTON,2012,Richland Police Department,"49,901","3,414",68.42,696,13.95,0,0,52,505,2,6,0,131,"2,175",43.59,10,0,192,33,564,1,13,"1,362",543,10.88,489,0,7,1,46,0
BENTON,2013,Richland Police Department,"51,150","2,807",54.88,616,12.04,3,0,41,475,0,5,0,92,"1,932",37.77,5,0,199,34,480,0,11,"1,203",259,5.06,210,0,6,0,43,0
BENTON,2014,Richland Police Department,"52,090","2,868",55.06,645,12.38,0,0,52,454,1,10,0,128,"1,958",37.59,7,0,172,26,455,0,13,"1,285",265,5.09,194,0,10,1,60,0
BENTON,2015,Richland Police Department,"53,089","2,954",55.64,621,11.70,0,0,40,422,0,15,0,144,"2,117",39.88,6,0,236,35,459,1,6,"1,374",216,4.07,175,0,5,4,32,0
BENTON,2016,Richland Police Department,"53,410","2,958",55.38,592,11.08,1,0,39,419,1,5,1,126,"2,099",39.30,6,0,178,31,447,1,11,"1,425",267,5.00,201,1,10,9,46,0
BENTON,2017,Richland Police Department,"54,155","3,112",57.46,750,13.85,0,0,69,514,3,16,1,147,"2,043",37.73,5,0,186,25,375,4,14,"1,434",319,5.89,224,0,15,14,64,2
BENTON,2018,Richland Police Department,"55,320","3,269",59.09,848,15.33,0,0,47,604,1,12,3,181,"2,135",38.59,7,0,182,38,400,6,18,"1,484",286,5.17,212,0,15,3,51,5
BENTON,2019,Richland Police Department,"56,850","3,283",57.75,821,14.44,2,0,51,598,2,12,0,156,"2,077",36.53,10,0,203,44,411,4,9,"1,396",385,6.77,306,0,17,4,54,4
BENTON,2020,Richland Police Department,"58,550","4,341",74.14,991,16.93,3,3,78,699,1,23,0,184,"2,995",51.15,5,0,285,29,510,16,20,"2,130",355,6.06,267,0,20,2,58,8
BENTON,2012,West Richland Police Department,"12,570",489,38.90,147,11.69,0,0,11,100,2,3,0,31,291,23.15,1,0,42,2,100,0,1,145,51,4.06,42,0,0,0,9,0
BENTON,2013,West Richland Police Department,"13,080",404,30.89,121,9.25,0,0,16,83,0,4,0,18,261,19.95,1,0,34,4,75,0,1,146,22,1.68,17,0,0,0,5,0
BENTON,2014,West Richland Police Department,"13,620",542,39.79,111,8.15,0,0,7,82,1,3,0,18,399,29.30,0,0,56,1,95,0,0,247,32,2.35,24,0,1,0,7,0
BENTON,2015,West Richland Police Department,"13,960",479,34.31,143,10.24,0,0,13,94,0,2,0,34,309,22.13,1,0,31,3,98,0,1,175,27,1.93,21,0,0,0,6,0
BENTON,2016,West Richland Police Department,"14,340",444,30.96,145,10.11,0,0,8,99,1,3,0,34,267,18.62,0,0,32,4,87,0,0,144,32,2.23,27,0,1,0,4,0
BENTON,2017,West Richland Police Department,"14,660",472,32.20,128,8.73,0,0,8,99,1,0,1,19,313,21.35,0,0,57,5,82,2,1,166,31,2.11,26,0,0,0,2,3
BENTON,2018,West Richland Police Department,"15,320",447,29.18,133,8.68,1,0,5,92,2,2,0,31,256,16.71,1,0,21,2,83,1,1,147,58,3.79,44,0,2,0,11,1
BENTON,2019,West Richland Police Department,"15,340",506,32.99,144,9.39,0,0,11,106,0,3,0,24,296,19.30,2,1,24,15,104,2,1,147,66,4.30,54,0,1,0,9,2
BENTON,2020,West Richland Police Department,"15,710",704,44.81,142,9.04,0,0,7,98,1,0,0,36,518,32.97,1,0,62,1,95,0,0,359,44,2.80,34,0,4,0,4,2
CHELAN,2012,COUNTY TOTAL,"40,800","1,349",33.10,355,8.70,1,0,10,269,1,3,0,71,872,21.40,0,0,179,10,201,0,6,476,122,3.00,104,0,0,0,18,0
CHELAN,2013,COUNTY TOTAL,"73,600","3,638",49.40,894,12.10,1,0,46,625,4,1,0,217,"2,408",32.70,9,0,297,75,415,1,14,"1,597",336,4.60,276,0,2,1,57,0
CHELAN,2014,COUNTY TOTAL,"74,308","3,233",43.50,800,10.80,0,0,46,557,4,5,0,188,"2,014",27.10,5,1,350,43,244,2,16,"1,353",419,5.60,368,0,2,1,48,0
CHELAN,2015,COUNTY TOTAL,"75,030","3,616",48.20,889,11.80,0,0,42,638,3,1,0,205,"2,289",30.50,6,1,372,60,291,1,8,"1,550",438,5.80,389,0,1,0,48,0
CHELAN,2016,COUNTY TOTAL,"75,986","3,756",49.40,913,12.00,0,1,39,645,8,19,1,200,"2,338",30.80,7,0,364,39,267,1,15,"1,645",505,6.60,426,0,4,9,66,0
CHELAN,2017,COUNTY TOTAL,"76,837","3,221",41.90,819,10.70,2,0,42,592,11,20,1,151,"1,922",25.00,8,0,298,75,250,2,20,"1,269",480,6.20,407,0,0,15,54,4
CHELAN,2018,COUNTY TOTAL,"77,800","3,373",43.40,942,12.10,0,0,51,686,6,29,0,170,"1,931",24.80,6,0,240,70,254,3,18,"1,340",500,6.40,431,0,5,0,63,1
CHELAN,2019,COUNTY TOTAL,"78,463","3,051",38.90,857,10.90,1,0,38,600,4,11,0,203,"1,605",20.50,1,0,175,45,268,2,11,"1,103",589,7.50,537,0,2,1,47,2
CHELAN,2020,COUNTY TOTAL,"79,665","3,021",37.90,792,9.90,2,0,34,538,7,18,0,193,"1,823",22.90,4,0,170,40,320,0,9,"1,280",406,5.10,345,0,2,1,57,1
CHELAN,2012,Chelan County Sheriffs Office,"40,800","1,349",33.06,355,8.70,1,0,10,269,1,3,0,71,872,21.37,0,0,179,10,201,0,6,476,122,2.99,104,0,0,0,18,0
CHELAN,2013,Chelan County Sheriffs Office,"41,080","1,181",28.75,405,9.86,0,0,10,293,2,0,0,100,683,16.63,0,0,143,24,131,0,3,382,93,2.26,80,0,0,0,13,0
CHELAN,2014,Chelan County Sheriffs Office,"41,230","1,067",25.88,358,8.68,0,0,10,264,1,4,0,79,604,14.65,0,0,165,15,131,1,1,291,105,2.55,86,0,0,0,19,0
CHELAN,2015,Chelan County Sheriffs Office,"41,800","1,137",27.20,326,7.80,0,0,8,244,0,0,0,74,705,16.87,2,0,188,17,89,0,1,408,106,2.54,96,0,0,0,10,0
CHELAN,2016,Chelan County Sheriffs Office,"42,436","1,282",30.21,332,7.82,0,1,5,250,0,6,0,70,800,18.85,1,0,191,13,60,0,2,533,150,3.53,124,0,0,0,26,0
CHELAN,2017,Chelan County Sheriffs Office,"42,766","1,177",27.52,319,7.46,1,0,9,240,3,5,0,61,695,16.25,1,0,172,26,47,1,4,444,163,3.81,126,0,0,10,25,2
CHELAN,2018,Chelan County Sheriffs Office,"43,270","1,194",27.59,393,9.08,0,0,11,300,1,15,0,66,614,14.19,1,0,134,31,37,0,1,410,187,4.32,157,0,0,0,30,0
